,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
73364,2020-01-23,IN,India,SEARO,0,0,0,0
73365,2020-01-24,IN,India,SEARO,0,0,0,0
73366,2020-01-25,IN,India,SEARO,0,0,0,0
73367,2020-01-26,IN,India,SEARO,0,0,0,0
73368,2020-01-27,IN,India,SEARO,0,0,0,0
73369,2020-01-28,IN,India,SEARO,0,0,0,0
73370,2020-01-29,IN,India,SEARO,0,0,0,0
73371,2020-01-30,IN,India,SEARO,1,1,0,0
73372,2020-01-31,IN,India,SEARO,4,5,0,0
73373,2020-02-01,IN,India,SEARO,0,5,0,0
73374,2020-02-02,IN,India,SEARO,-3,2,0,0
73375,2020-02-03,IN,India,SEARO,1,3,0,0
73376,2020-02-04,IN,India,SEARO,4,7,0,0
73377,2020-02-05,IN,India,SEARO,0,7,0,0
73378,2020-02-06,IN,India,SEARO,0,7,0,0
73379,2020-02-07,IN,India,SEARO,0,7,0,0
73380,2020-02-08,IN,India,SEARO,0,7,0,0
73381,2020-02-09,IN,India,SEARO,0,7,0,0
73382,2020-02-10,IN,India,SEARO,0,7,0,0
73383,2020-02-11,IN,India,SEARO,0,7,0,0
73384,2020-02-12,IN,India,SEARO,0,7,0,0
73385,2020-02-13,IN,India,SEARO,0,7,0,0
73386,2020-02-14,IN,India,SEARO,0,7,0,0
73387,2020-02-15,IN,India,SEARO,0,7,0,0
73388,2020-02-16,IN,India,SEARO,0,7,0,0
73389,2020-02-17,IN,India,SEARO,0,7,0,0
73390,2020-02-18,IN,India,SEARO,0,7,0,0
73391,2020-02-19,IN,India,SEARO,0,7,0,0
73392,2020-02-20,IN,India,SEARO,0,7,0,0
73393,2020-02-21,IN,India,SEARO,0,7,0,0
73394,2020-02-22,IN,India,SEARO,0,7,0,0
73395,2020-02-23,IN,India,SEARO,0,7,0,0
73396,2020-02-24,IN,India,SEARO,0,7,0,0
73397,2020-02-25,IN,India,SEARO,0,7,0,0
73398,2020-02-26,IN,India,SEARO,0,7,0,0
73399,2020-02-27,IN,India,SEARO,0,7,0,0
73400,2020-02-28,IN,India,SEARO,0,7,0,0
73401,2020-02-29,IN,India,SEARO,0,7,0,0
73402,2020-03-01,IN,India,SEARO,0,7,0,0
73403,2020-03-02,IN,India,SEARO,-2,5,0,0
73404,2020-03-03,IN,India,SEARO,4,9,0,0
73405,2020-03-04,IN,India,SEARO,19,28,0,0
73406,2020-03-05,IN,India,SEARO,1,29,0,0
73407,2020-03-06,IN,India,SEARO,2,31,0,0
73408,2020-03-07,IN,India,SEARO,3,34,0,0
73409,2020-03-08,IN,India,SEARO,5,39,0,0
73410,2020-03-09,IN,India,SEARO,5,44,0,0
73411,2020-03-10,IN,India,SEARO,6,50,0,0
73412,2020-03-11,IN,India,SEARO,10,60,0,0
73413,2020-03-12,IN,India,SEARO,13,73,0,0
73414,2020-03-13,IN,India,SEARO,8,81,1,1
73415,2020-03-14,IN,India,SEARO,3,84,1,2
73416,2020-03-15,IN,India,SEARO,23,107,0,2
73417,2020-03-16,IN,India,SEARO,7,114,0,2
73418,2020-03-17,IN,India,SEARO,23,137,1,3
73419,2020-03-18,IN,India,SEARO,14,151,0,3
73420,2020-03-19,IN,India,SEARO,22,173,1,4
73421,2020-03-20,IN,India,SEARO,50,223,0,4
73422,2020-03-21,IN,India,SEARO,60,283,0,4
73423,2020-03-22,IN,India,SEARO,77,360,3,7
73424,2020-03-23,IN,India,SEARO,74,434,2,9
73425,2020-03-24,IN,India,SEARO,85,519,0,9
73426,2020-03-25,IN,India,SEARO,87,606,1,10
73427,2020-03-26,IN,India,SEARO,43,649,3,13
73428,2020-03-27,IN,India,SEARO,75,724,4,17
73429,2020-03-28,IN,India,SEARO,185,909,2,19
73430,2020-03-29,IN,India,SEARO,70,979,6,25
73431,2020-03-30,IN,India,SEARO,92,1071,4,29
73432,2020-03-31,IN,India,SEARO,180,1251,3,32
73433,2020-04-01,IN,India,SEARO,386,1637,6,38
73434,2020-04-02,IN,India,SEARO,328,1965,12,50
73435,2020-04-03,IN,India,SEARO,336,2301,6,56
73436,2020-04-04,IN,India,SEARO,601,2902,12,68
73437,2020-04-05,IN,India,SEARO,472,3374,9,77
73438,2020-04-06,IN,India,SEARO,693,4067,32,109
73439,2020-04-07,IN,India,SEARO,354,4421,5,114
73440,2020-04-08,IN,India,SEARO,853,5274,35,149
73441,2020-04-09,IN,India,SEARO,591,5865,20,169
73442,2020-04-10,IN,India,SEARO,547,6412,30,199
73443,2020-04-11,IN,India,SEARO,1035,7447,40,239
73444,2020-04-12,IN,India,SEARO,909,8356,34,273
73445,2020-04-13,IN,India,SEARO,796,9152,35,308
73446,2020-04-14,IN,India,SEARO,1211,10363,31,339
73447,2020-04-15,IN,India,SEARO,1076,11439,38,377
73448,2020-04-16,IN,India,SEARO,941,12380,37,414
73449,2020-04-17,IN,India,SEARO,1007,13387,23,437
73450,2020-04-18,IN,India,SEARO,991,14378,43,480
73451,2020-04-19,IN,India,SEARO,1334,15712,27,507
73452,2020-04-20,IN,India,SEARO,1553,17265,36,543
73453,2020-04-21,IN,India,SEARO,1336,18601,47,590
73454,2020-04-22,IN,India,SEARO,1383,19984,50,640
73455,2020-04-23,IN,India,SEARO,1409,21393,41,681
73456,2020-04-24,IN,India,SEARO,1684,23077,37,718
73457,2020-04-25,IN,India,SEARO,1429,24506,57,775
73458,2020-04-26,IN,India,SEARO,1990,26496,49,824
73459,2020-04-27,IN,India,SEARO,1396,27892,48,872
73460,2020-04-28,IN,India,SEARO,1543,29435,62,934
73461,2020-04-29,IN,India,SEARO,1897,31332,73,1007
73462,2020-04-30,IN,India,SEARO,1718,33050,67,1074
73463,2020-05-01,IN,India,SEARO,1993,35043,73,1147
73464,2020-05-02,IN,India,SEARO,2293,37336,71,1218
73465,2020-05-03,IN,India,SEARO,2644,39980,83,1301
73466,2020-05-04,IN,India,SEARO,2553,42533,72,1373
73467,2020-05-05,IN,India,SEARO,3900,46433,195,1568
73468,2020-05-06,IN,India,SEARO,2958,49391,126,1694
73469,2020-05-07,IN,India,SEARO,3561,52952,89,1783
73470,2020-05-08,IN,India,SEARO,3390,56342,103,1886
73471,2020-05-09,IN,India,SEARO,3320,59662,95,1981
73472,2020-05-10,IN,India,SEARO,3277,62939,128,2109
73473,2020-05-11,IN,India,SEARO,4213,67152,97,2206
73474,2020-05-12,IN,India,SEARO,3604,70756,87,2293
73475,2020-05-13,IN,India,SEARO,3525,74281,122,2415
73476,2020-05-14,IN,India,SEARO,3722,78003,134,2549
73477,2020-05-15,IN,India,SEARO,3967,81970,100,2649
73478,2020-05-16,IN,India,SEARO,3970,85940,103,2752
73479,2020-05-17,IN,India,SEARO,4987,90927,120,2872
73480,2020-05-18,IN,India,SEARO,5242,96169,157,3029
73481,2020-05-19,IN,India,SEARO,4970,101139,134,3163
73482,2020-05-20,IN,India,SEARO,5611,106750,140,3303
73483,2020-05-21,IN,India,SEARO,5609,112359,132,3435
73484,2020-05-22,IN,India,SEARO,6088,118447,148,3583
73485,2020-05-23,IN,India,SEARO,6654,125101,137,3720
73486,2020-05-24,IN,India,SEARO,6767,131868,147,3867
73487,2020-05-25,IN,India,SEARO,6977,138845,154,4021
73488,2020-05-26,IN,India,SEARO,6535,145380,146,4167
73489,2020-05-27,IN,India,SEARO,6387,151767,170,4337
73490,2020-05-28,IN,India,SEARO,6566,158333,194,4531
73491,2020-05-29,IN,India,SEARO,7466,165799,175,4706
73492,2020-05-30,IN,India,SEARO,7964,173763,265,4971
73493,2020-05-31,IN,India,SEARO,8380,182143,193,5164
73494,2020-06-01,IN,India,SEARO,8392,190535,230,5394
73495,2020-06-02,IN,India,SEARO,8171,198706,204,5598
73496,2020-06-03,IN,India,SEARO,8909,207615,217,5815
73497,2020-06-04,IN,India,SEARO,9304,216919,260,6075
73498,2020-06-05,IN,India,SEARO,9851,226770,273,6348
73499,2020-06-06,IN,India,SEARO,9887,236657,294,6642
73500,2020-06-07,IN,India,SEARO,9971,246628,287,6929
73501,2020-06-08,IN,India,SEARO,9983,256611,271,7200
73502,2020-06-09,IN,India,SEARO,9987,266598,271,7471
73503,2020-06-10,IN,India,SEARO,9985,276583,274,7745
73504,2020-06-11,IN,India,SEARO,9996,286579,357,8102
73505,2020-06-12,IN,India,SEARO,10956,297535,396,8498
73506,2020-06-13,IN,India,SEARO,11458,308993,386,8884
73507,2020-06-14,IN,India,SEARO,11929,320922,311,9195
73508,2020-06-15,IN,India,SEARO,11502,332424,325,9520
73509,2020-06-16,IN,India,SEARO,10667,343091,380,9900
73510,2020-06-17,IN,India,SEARO,10974,354065,2003,11903
73511,2020-06-18,IN,India,SEARO,12881,366946,334,12237
73512,2020-06-19,IN,India,SEARO,13586,380532,336,12573
73513,2020-06-20,IN,India,SEARO,14516,395048,375,12948
73514,2020-06-21,IN,India,SEARO,15413,410461,306,13254
73515,2020-06-22,IN,India,SEARO,14821,425282,445,13699
73516,2020-06-23,IN,India,SEARO,14933,440215,312,14011
73517,2020-06-24,IN,India,SEARO,15968,456183,465,14476
73518,2020-06-25,IN,India,SEARO,16922,473105,418,14894
73519,2020-06-26,IN,India,SEARO,17296,490401,407,15301
73520,2020-06-27,IN,India,SEARO,18552,508953,384,15685
73521,2020-06-28,IN,India,SEARO,19906,528859,410,16095
73522,2020-06-29,IN,India,SEARO,19459,548318,380,16475
73523,2020-06-30,IN,India,SEARO,18522,566840,418,16893
73524,2020-07-01,IN,India,SEARO,18653,585493,507,17400
73525,2020-07-02,IN,India,SEARO,19148,604641,434,17834
73526,2020-07-03,IN,India,SEARO,20903,625544,379,18213
73527,2020-07-04,IN,India,SEARO,22771,648315,442,18655
73528,2020-07-05,IN,India,SEARO,24850,673165,613,19268
73529,2020-07-06,IN,India,SEARO,24248,697413,425,19693
73530,2020-07-07,IN,India,SEARO,22252,719665,467,20160
73531,2020-07-08,IN,India,SEARO,22752,742417,482,20642
73532,2020-07-09,IN,India,SEARO,24879,767296,487,21129
73533,2020-07-10,IN,India,SEARO,26506,793802,475,21604
73534,2020-07-11,IN,India,SEARO,27114,820916,519,22123
73535,2020-07-12,IN,India,SEARO,28637,849553,551,22674
73536,2020-07-13,IN,India,SEARO,28701,878254,500,23174
73537,2020-07-14,IN,India,SEARO,28498,906752,553,23727
73538,2020-07-15,IN,India,SEARO,29429,936181,582,24309
73539,2020-07-16,IN,India,SEARO,32695,968876,606,24915
73540,2020-07-17,IN,India,SEARO,34956,1003832,687,25602
73541,2020-07-18,IN,India,SEARO,34884,1038716,671,26273
73542,2020-07-19,IN,India,SEARO,38902,1077618,543,26816
73543,2020-07-20,IN,India,SEARO,40425,1118043,681,27497
73544,2020-07-21,IN,India,SEARO,37148,1155191,587,28084
73545,2020-07-22,IN,India,SEARO,37724,1192915,648,28732
73546,2020-07-23,IN,India,SEARO,45720,1238635,1129,29861
73547,2020-07-24,IN,India,SEARO,49310,1287945,740,30601
73548,2020-07-25,IN,India,SEARO,48916,1336861,757,31358
73549,2020-07-26,IN,India,SEARO,48661,1385522,705,32063
73550,2020-07-27,IN,India,SEARO,49931,1435453,708,32771
73551,2020-07-28,IN,India,SEARO,47703,1483156,654,33425
73552,2020-07-29,IN,India,SEARO,48513,1531669,768,34193
73553,2020-07-30,IN,India,SEARO,52123,1583792,775,34968
73554,2020-07-31,IN,India,SEARO,55078,1638870,779,35747
73555,2020-08-01,IN,India,SEARO,57118,1695988,764,36511
73556,2020-08-02,IN,India,SEARO,54735,1750723,853,37364
73557,2020-08-03,IN,India,SEARO,52972,1803695,771,38135
73558,2020-08-04,IN,India,SEARO,52050,1855745,803,38938
73559,2020-08-05,IN,India,SEARO,52509,1908254,857,39795
73560,2020-08-06,IN,India,SEARO,56282,1964536,904,40699
73561,2020-08-07,IN,India,SEARO,62538,2027074,886,41585
73562,2020-08-08,IN,India,SEARO,61537,2088611,933,42518
73563,2020-08-09,IN,India,SEARO,64399,2153010,861,43379
73564,2020-08-10,IN,India,SEARO,62064,2215074,1007,44386
73565,2020-08-11,IN,India,SEARO,53601,2268675,871,45257
73566,2020-08-12,IN,India,SEARO,60963,2329638,834,46091
73567,2020-08-13,IN,India,SEARO,66999,2396637,942,47033
73568,2020-08-14,IN,India,SEARO,64553,2461190,1007,48040
73569,2020-08-15,IN,India,SEARO,65002,2526192,996,49036
73570,2020-08-16,IN,India,SEARO,63490,2589682,944,49980
73571,2020-08-17,IN,India,SEARO,57981,2647663,941,50921
73572,2020-08-18,IN,India,SEARO,55079,2702742,876,51797
73573,2020-08-19,IN,India,SEARO,64531,2767273,1092,52889
73574,2020-08-20,IN,India,SEARO,69652,2836925,977,53866
73575,2020-08-21,IN,India,SEARO,68898,2905823,983,54849
73576,2020-08-22,IN,India,SEARO,69878,2975701,945,55794
73577,2020-08-23,IN,India,SEARO,69239,3044940,912,56706
73578,2020-08-24,IN,India,SEARO,61408,3106348,836,57542
73579,2020-08-25,IN,India,SEARO,60975,3167323,848,58390
73580,2020-08-26,IN,India,SEARO,67151,3234474,1059,59449
73581,2020-08-27,IN,India,SEARO,75760,3310234,1023,60472
73582,2020-08-28,IN,India,SEARO,77266,3387500,1057,61529
73583,2020-08-29,IN,India,SEARO,76472,3463972,1021,62550
73584,2020-08-30,IN,India,SEARO,78761,3542733,948,63498
73585,2020-08-31,IN,India,SEARO,78512,3621245,971,64469
73586,2020-09-01,IN,India,SEARO,69921,3691166,819,65288
73587,2020-09-02,IN,India,SEARO,78357,3769523,1045,66333
73588,2020-09-03,IN,India,SEARO,83883,3853406,1043,67376
73589,2020-09-04,IN,India,SEARO,83341,3936747,1096,68472
73590,2020-09-05,IN,India,SEARO,86432,4023179,1089,69561
73591,2020-09-06,IN,India,SEARO,90632,4113811,1065,70626
73592,2020-09-07,IN,India,SEARO,90802,4204613,1016,71642
73593,2020-09-08,IN,India,SEARO,75809,4280422,1133,72775
73594,2020-09-09,IN,India,SEARO,89706,4370128,1115,73890
73595,2020-09-10,IN,India,SEARO,95735,4465863,1172,75062
73596,2020-09-11,IN,India,SEARO,96551,4562414,1209,76271
73597,2020-09-12,IN,India,SEARO,97570,4659984,1201,77472
73598,2020-09-13,IN,India,SEARO,94372,4754356,1114,78586
73599,2020-09-14,IN,India,SEARO,92071,4846427,1136,79722
73600,2020-09-15,IN,India,SEARO,83809,4930236,1054,80776
73601,2020-09-16,IN,India,SEARO,90123,5020359,1290,82066
73602,2020-09-17,IN,India,SEARO,97894,5118253,1132,83198
73603,2020-09-18,IN,India,SEARO,96424,5214677,1174,84372
73604,2020-09-19,IN,India,SEARO,93337,5308014,1247,85619
73605,2020-09-20,IN,India,SEARO,92605,5400619,1133,86752
73606,2020-09-21,IN,India,SEARO,86961,5487580,1130,87882
73607,2020-09-22,IN,India,SEARO,75083,5562663,1053,88935
73608,2020-09-23,IN,India,SEARO,83347,5646010,1085,90020
73609,2020-09-24,IN,India,SEARO,86508,5732518,1129,91149
73610,2020-09-25,IN,India,SEARO,86052,5818570,1141,92290
73611,2020-09-26,IN,India,SEARO,85362,5903932,1089,93379
73612,2020-09-27,IN,India,SEARO,88600,5992532,1124,94503
73613,2020-09-28,IN,India,SEARO,82170,6074702,1039,95542
73614,2020-09-29,IN,India,SEARO,70589,6145291,776,96318
73615,2020-09-30,IN,India,SEARO,80472,6225763,1179,97497
73616,2020-10-01,IN,India,SEARO,86821,6312584,1181,98678
73617,2020-10-02,IN,India,SEARO,81484,6394068,1095,99773
73618,2020-10-03,IN,India,SEARO,79476,6473544,1069,100842
73619,2020-10-04,IN,India,SEARO,75829,6549373,940,101782
73620,2020-10-05,IN,India,SEARO,74442,6623815,903,102685
73621,2020-10-06,IN,India,SEARO,61267,6685082,884,103569
73622,2020-10-07,IN,India,SEARO,72049,6757131,986,104555
73623,2020-10-08,IN,India,SEARO,78524,6835655,971,105526
73624,2020-10-09,IN,India,SEARO,70496,6906151,964,106490
73625,2020-10-10,IN,India,SEARO,73272,6979423,926,107416
73626,2020-10-11,IN,India,SEARO,74383,7053806,918,108334
73627,2020-10-12,IN,India,SEARO,66732,7120538,816,109150
73628,2020-10-13,IN,India,SEARO,55342,7175880,706,109856
73629,2020-10-14,IN,India,SEARO,63509,7239389,730,110586
73630,2020-10-15,IN,India,SEARO,67708,7307097,680,111266
73631,2020-10-16,IN,India,SEARO,63371,7370468,895,112161
73632,2020-10-17,IN,India,SEARO,62212,7432680,837,112998
73633,2020-10-18,IN,India,SEARO,61871,7494551,1033,114031
73634,2020-10-19,IN,India,SEARO,55722,7550273,579,114610
73635,2020-10-20,IN,India,SEARO,46790,7597063,587,115197
73636,2020-10-21,IN,India,SEARO,54044,7651107,717,115914
73637,2020-10-22,IN,India,SEARO,55839,7706946,702,116616
73638,2020-10-23,IN,India,SEARO,54366,7761312,690,117306
73639,2020-10-24,IN,India,SEARO,53370,7814682,650,117956
73640,2020-10-25,IN,India,SEARO,50129,7864811,578,118534
73641,2020-10-26,IN,India,SEARO,45148,7909959,480,119014
73642,2020-10-27,IN,India,SEARO,36470,7946429,488,119502
73643,2020-10-28,IN,India,SEARO,43893,7990322,508,120010
73644,2020-10-29,IN,India,SEARO,49881,8040203,517,120527
73645,2020-10-30,IN,India,SEARO,48648,8088851,563,121090
73646,2020-10-31,IN,India,SEARO,48268,8137119,551,121641
73647,2020-11-01,IN,India,SEARO,46963,8184082,470,122111
73648,2020-11-02,IN,India,SEARO,45231,8229313,496,122607
73649,2020-11-03,IN,India,SEARO,38310,8267623,490,123097
73650,2020-11-04,IN,India,SEARO,46253,8313876,514,123611
73651,2020-11-05,IN,India,SEARO,50210,8364086,704,124315
73652,2020-11-06,IN,India,SEARO,47638,8411724,670,124985
73653,2020-11-07,IN,India,SEARO,50356,8462080,577,125562
73654,2020-11-08,IN,India,SEARO,45674,8507754,559,126121
73655,2020-11-09,IN,India,SEARO,45903,8553657,490,126611
73656,2020-11-10,IN,India,SEARO,38073,8591730,448,127059
73657,2020-11-11,IN,India,SEARO,44281,8636011,512,127571
73658,2020-11-12,IN,India,SEARO,47905,8683916,550,128121
73659,2020-11-13,IN,India,SEARO,44879,8728795,547,128668
73660,2020-11-14,IN,India,SEARO,44684,8773479,520,129188
73661,2020-11-15,IN,India,SEARO,41100,8814579,447,129635
73662,2020-11-16,IN,India,SEARO,30548,8845127,435,130070
73663,2020-11-17,IN,India,SEARO,29163,8874290,449,130519
73664,2020-11-18,IN,India,SEARO,38617,8912907,474,130993
73665,2020-11-19,IN,India,SEARO,45576,8958483,585,131578
73666,2020-11-20,IN,India,SEARO,45882,9004365,584,132162
73667,2020-11-21,IN,India,SEARO,46232,9050597,564,132726
73668,2020-11-22,IN,India,SEARO,45209,9095806,501,133227
